Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Price,Discount,Profit
1583,CA-2016-116232,22/9/2016,26/9/2016,Standard Class,AC-10450,OFF-BI-10004022,9,7.506,0.7,-6.0048
1584,CA-2016-149965,20/6/2016,25/6/2016,Standard Class,BS-11365,TEC-AC-10004877,1,7.0,0.0,0.552
1585,CA-2016-101168,25/12/2016,1/1/2017,Standard Class,SS-20140,FUR-FU-10003142,4,21.0,0.0,6.5472
1586,CA-2017-140585,18/12/2017,23/12/2017,Second Class,RA-19915,FUR-BO-10002206,1,120.0,0.15,-12.6882
1587,CA-2017-139080,23/1/2017,28/1/2017,Standard Class,CS-12250,OFF-BI-10001757,5,20.0,0.2,6.888
1588,CA-2017-152583,30/10/2017,30/10/2017,Same Day,RA-19945,FUR-FU-10003849,2,16.192,0.6,-8.5008
1589,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,NM-18445,TEC-MA-10002927,2,3991.98,0.0,1995.99
1590,CA-2016-100300,24/6/2016,26/6/2016,Second Class,MJ-17740,OFF-AP-10001242,3,241.44,0.0,72.432
1591,CA-2016-140571,15/3/2016,19/3/2016,Standard Class,SJ-20125,OFF-PA-10001954,14,319.76,0.0,147.0896
1592,CA-2017-128328,5/8/2017,9/8/2017,Standard Class,PO-18865,TEC-AC-10001714,2,79.78,0.0,29.5186
1593,CA-2015-168088,19/3/2015,22/3/2015,First Class,CM-12655,OFF-PA-10000675,2,65.584,0.2,23.7742
1594,CA-2016-145625,11/9/2016,17/9/2016,Standard Class,KC-16540,TEC-AC-10003832,13,3347.37,0.0,636.0003
1595,CA-2015-139850,12/6/2015,17/6/2015,Standard Class,GB-14575,FUR-FU-10003623,2,43.296,0.2,4.3296
1596,CA-2016-138695,28/5/2016,3/6/2016,Standard Class,KC-16675,OFF-PA-10001667,13,62.192,0.2,19.435
1597,CA-2017-162033,26/3/2017,2/4/2017,Standard Class,EM-14200,OFF-FA-10003021,2,3.76,0.0,1.316
1598,CA-2014-159709,10/5/2014,15/5/2014,Standard Class,AI-10855,TEC-PH-10003988,5,43.6,0.2,4.36
1599,US-2015-110163,1/11/2015,4/11/2015,First Class,GA-14725,OFF-AR-10001683,1,7.88,0.2,1.773
1600,CA-2016-113390,11/10/2016,15/10/2016,Standard Class,EP-13915,OFF-AR-10003183,2,5.344,0.2,0.668
1601,US-2016-115952,6/10/2016,6/10/2016,Same Day,JH-15910,OFF-BI-10004654,5,28.85,0.0,14.425
1602,CA-2014-117429,7/10/2014,13/10/2014,Standard Class,MR-17545,FUR-FU-10000222,5,129.92,0.2,21.112
1603,CA-2017-154123,20/11/2017,25/11/2017,Standard Class,SC-20050,FUR-FU-10000629,2,27.58,0.0,11.5836
1604,CA-2014-151995,13/10/2014,15/10/2014,First Class,ZC-21910,OFF-AP-10000240,4,213.92,0.0,62.0368
1605,US-2016-149790,26/9/2016,1/10/2016,Standard Class,SC-20380,OFF-BI-10002026,2,15.624,0.8,-24.9984
1606,CA-2015-108259,8/11/2015,15/11/2015,Standard Class,NS-18640,OFF-FA-10000624,11,31.504,0.2,11.814
1607,CA-2017-127803,19/5/2017,23/5/2017,Standard Class,ND-18460,OFF-BI-10001787,4,26.16,0.0,12.8184
1608,CA-2016-109820,20/11/2016,22/11/2016,First Class,AG-10390,OFF-BI-10003460,2,2.628,0.7,-1.9272
1609,CA-2014-101833,17/11/2014,22/11/2014,Second Class,FG-14260,OFF-PA-10003591,3,34.44,0.0,17.22
1610,CA-2016-136231,5/9/2016,7/9/2016,Second Class,DM-13015,OFF-EN-10001099,3,23.472,0.2,7.6284
1611,CA-2015-162964,12/11/2015,18/11/2015,Standard Class,MF-18250,OFF-ST-10002344,1,64.784,0.2,-14.5764
1612,CA-2017-169404,9/4/2017,14/4/2017,Standard Class,NC-18625,OFF-PA-10001033,2,65.584,0.2,23.7742
1613,CA-2014-148782,2/11/2014,7/11/2014,Standard Class,PO-18850,TEC-PH-10002923,3,88.776,0.2,7.7679
1614,CA-2017-121300,29/9/2017,29/9/2017,Same Day,MG-17680,OFF-PA-10002787,3,15.552,0.2,5.4432
1615,CA-2015-168459,22/11/2015,27/11/2015,Standard Class,MC-17275,OFF-FA-10004854,6,55.104,0.2,18.5976
1616,CA-2017-131282,5/2/2017,8/2/2017,Second Class,CB-12025,OFF-BI-10004632,4,243.992,0.8,-426.986
1617,US-2016-108455,2/12/2016,8/12/2016,Standard Class,MK-18160,OFF-PA-10002262,4,25.92,0.0,12.4416
1618,CA-2017-131618,17/6/2017,20/6/2017,First Class,LS-17200,OFF-PA-10001892,2,12.224,0.2,4.4312
1619,CA-2017-140872,3/6/2017,10/6/2017,Standard Class,NR-18550,TEC-PH-10000441,5,503.96,0.2,50.396
1620,CA-2017-138149,29/6/2017,30/6/2017,First Class,WB-21850,OFF-AR-10000255,2,11.68,0.0,3.0368
1621,US-2014-112949,20/6/2014,27/6/2014,Standard Class,Co-12640,OFF-AR-10003469,2,3.52,0.0,1.6896
1622,US-2017-105389,23/10/2017,28/10/2017,Second Class,DM-13015,OFF-AR-10000634,3,10.272,0.2,0.8988
1623,CA-2017-157966,13/3/2017,13/3/2017,Same Day,SU-20665,OFF-AR-10000799,4,19.0,0.2,2.1888
1624,CA-2014-115812,9/6/2014,14/6/2014,Standard Class,BH-11710,TEC-PH-10002033,4,911.0,0.2,68.3568
1625,CA-2016-133368,14/1/2016,20/1/2016,Standard Class,AG-10675,FUR-FU-10003374,8,316.0,0.2,31.5776
1626,CA-2017-163818,4/10/2017,8/10/2017,Standard Class,PS-18970,FUR-FU-10000076,1,19.98,0.0,8.5914
1627,CA-2017-147333,14/12/2017,20/12/2017,Standard Class,KL-16555,TEC-AC-10003038,5,44.75,0.0,8.5025
1628,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,FUR-FU-10001706,14,43.12,0.0,20.6976
1629,CA-2017-165715,2/12/2017,8/12/2017,Standard Class,BG-11035,OFF-AR-10003903,1,32.776,0.2,2.4582
1630,CA-2016-114713,7/7/2016,12/7/2016,Standard Class,SC-20695,OFF-SU-10004664,7,45.584,0.2,5.1282
1631,CA-2017-166695,20/5/2017,24/5/2017,Standard Class,CC-12430,TEC-MA-10003176,1,343.2,0.2,38.61
1632,CA-2015-127754,26/7/2015,31/7/2015,Standard Class,CK-12760,FUR-CH-10003199,3,266.352,0.2,13.3176
1633,CA-2017-100013,6/11/2017,11/11/2017,Standard Class,ZC-21910,OFF-AR-10001022,2,5.68,0.0,1.7608
1634,US-2015-156797,11/8/2015,15/8/2015,Standard Class,PO-19180,TEC-PH-10004614,2,138.0,0.0,34.5
1635,CA-2017-104220,30/1/2017,5/2/2017,Standard Class,BV-11245,OFF-BI-10000301,5,32.35,0.0,16.175
1636,CA-2017-167752,15/1/2017,18/1/2017,First Class,RW-19690,OFF-AP-10002945,8,1924.16,0.2,312.676
1637,CA-2015-110345,9/3/2015,11/3/2015,Second Class,TG-21310,OFF-LA-10001175,2,4.608,0.2,1.6704
1638,CA-2017-103968,1/12/2017,7/12/2017,Standard Class,ML-17755,FUR-FU-10003394,9,629.64,0.0,107.0388
1639,CA-2016-125850,22/1/2016,28/1/2016,Standard Class,FP-14320,OFF-LA-10004484,5,20.65,0.0,9.499
1640,CA-2016-149272,15/3/2016,19/3/2016,Standard Class,MY-18295,OFF-BI-10004233,7,22.386,0.8,-35.8176
1641,CA-2015-141740,1/11/2015,5/11/2015,Standard Class,JF-15490,FUR-CH-10001545,2,205.164,0.1,13.6776
1642,CA-2016-140018,21/11/2016,26/11/2016,Standard Class,CK-12205,FUR-CH-10003817,3,127.554,0.3,-9.111
1643,CA-2017-140872,3/6/2017,10/6/2017,Standard Class,NR-18550,OFF-PA-10000809,3,15.552,0.2,5.4432
1644,US-2015-129007,13/9/2015,15/9/2015,First Class,KD-16615,FUR-FU-10004018,3,44.67,0.0,12.0609
1645,CA-2016-120257,22/9/2016,28/9/2016,Standard Class,PW-19240,OFF-AR-10003481,3,7.872,0.2,0.8856
1646,US-2016-167472,6/6/2016,7/6/2016,First Class,CK-12595,OFF-BI-10000591,3,11.67,0.0,5.6016
1647,CA-2017-103009,3/11/2017,5/11/2017,Second Class,PJ-18835,OFF-PA-10001215,5,26.4,0.0,11.88
1648,CA-2015-102260,22/9/2015,26/9/2015,Standard Class,SJ-20125,OFF-BI-10000042,2,3.204,0.7,-2.5632
1649,CA-2014-167199,6/1/2014,10/1/2014,Standard Class,ME-17320,TEC-PH-10004539,4,755.96,0.0,204.1092
1650,CA-2014-129091,22/11/2014,27/11/2014,Standard Class,RA-19885,OFF-EN-10001990,2,11.36,0.0,5.3392
1651,CA-2014-113929,16/6/2014,21/6/2014,Standard Class,CK-12205,OFF-AR-10003772,4,35.0,0.0,10.5
1652,CA-2015-157028,28/11/2015,3/12/2015,Standard Class,MA-17995,OFF-AR-10004441,2,8.28,0.0,3.4776
1653,CA-2017-104801,13/2/2017,19/2/2017,Standard Class,FH-14350,TEC-AC-10001838,4,799.96,0.0,343.9828
1654,CA-2017-148691,3/12/2017,9/12/2017,Standard Class,CS-12460,OFF-LA-10001317,1,3.15,0.0,1.512
1655,US-2016-107440,16/4/2016,20/4/2016,Standard Class,BS-11365,OFF-BI-10002432,5,25.3,0.0,11.891
1656,CA-2015-169733,22/10/2015,26/10/2015,Second Class,GM-14500,OFF-ST-10000876,1,9.952,0.2,0.9952
1657,CA-2016-113978,25/9/2016,29/9/2016,Standard Class,TS-21505,OFF-AP-10003849,1,286.256,0.2,17.891
1658,CA-2017-142125,21/10/2017,27/10/2017,Standard Class,JB-15400,OFF-BI-10003460,5,21.9,0.0,10.512
1659,CA-2017-141733,7/5/2017,11/5/2017,Standard Class,RW-19540,FUR-CH-10004086,5,1458.65,0.0,423.0085
1660,CA-2015-162537,28/10/2015,3/11/2015,Standard Class,RD-19585,FUR-FU-10002885,5,24.1,0.0,9.158
1661,CA-2017-169607,12/10/2017,15/10/2017,First Class,CA-12265,OFF-PA-10000477,2,9.96,0.0,4.6812
1662,US-2017-162558,2/10/2017,5/10/2017,First Class,Dp-13240,FUR-FU-10004864,1,9.656,0.2,1.5691
1663,CA-2017-161172,16/3/2017,16/3/2017,Same Day,SP-20920,OFF-ST-10000675,2,54.224,0.2,3.0
1664,CA-2016-166674,1/4/2016,3/4/2016,Second Class,RB-19360,OFF-AR-10004974,3,9.84,0.0,3.0
1665,CA-2014-111003,1/6/2014,6/6/2014,Standard Class,CR-12625,OFF-BI-10001072,3,45.48,0.0,21.0
1666,CA-2014-143385,31/8/2014,5/9/2014,Standard Class,SJ-20500,TEC-AC-10001635,9,92.52,0.0,19.0
1667,CA-2017-112725,30/1/2017,6/2/2017,Standard Class,EH-14125,OFF-AR-10003759,7,12.74,0.0,5.733
1668,CA-2014-125829,4/11/2014,11/11/2014,Standard Class,WB-21850,TEC-PH-10001079,7,666.344,0.2,66.6344
1669,CA-2016-140382,23/6/2016,25/6/2016,Second Class,RD-19900,TEC-PH-10003012,7,862.344,0.2,97.0137
1670,CA-2014-149958,15/3/2014,19/3/2014,Standard Class,AS-10240,OFF-PA-10002120,3,131.904,0.2,47.8152
1671,CA-2015-132388,10/10/2015,12/10/2015,First Class,KN-16390,FUR-CH-10001714,3,362.136,0.2,-54.3204
1672,CA-2014-108609,31/10/2014,2/11/2014,Second Class,AJ-10780,FUR-TA-10003954,8,1421.664,0.4,-734.5264
1673,CA-2014-149958,15/3/2014,19/3/2014,Standard Class,AS-10240,FUR-FU-10001756,3,45.696,0.2,5.1408
1674,CA-2017-144932,14/4/2017,17/4/2017,First Class,AB-10165,OFF-AR-10001468,3,89.856,0.2,21.3408
1675,CA-2016-143714,23/5/2016,27/5/2016,Standard Class,CC-12370,TEC-CO-10004722,4,8399.976,0.4,1119.9968
1676,CA-2016-126004,4/12/2016,5/12/2016,First Class,BM-11140,OFF-PA-10001685,4,40.56,0.0,19.8744
1677,CA-2017-160899,11/8/2017,13/8/2017,Second Class,DR-12940,OFF-BI-10000632,11,477.51,0.0,219.6546
1678,CA-2015-142755,4/9/2015,8/9/2015,Standard Class,CS-12355,TEC-AC-10002049,5,619.95,0.0,111.591
1679,CA-2017-164826,28/12/2017,4/1/2018,Standard Class,JF-15415,OFF-FA-10000585,4,13.96,0.0,6.4216
1680,US-2016-123750,15/4/2016,21/4/2016,Standard Class,RB-19795,TEC-AC-10004659,5,291.96,0.2,54.7425
1681,CA-2017-117044,11/9/2017,13/9/2017,Second Class,HA-14920,OFF-FA-10000936,4,10.528,0.2,3.29
1682,CA-2014-139423,1/11/2014,5/11/2014,Standard Class,DG-13300,OFF-AP-10004708,2,76.12,0.0,22.0748
1683,CA-2015-135020,28/5/2015,2/6/2015,Standard Class,MS-17770,OFF-PA-10004255,7,45.36,0.0,21.7728
1684,US-2017-106579,8/6/2017,13/6/2017,Standard Class,BW-11200,OFF-BI-10000309,4,12.176,0.8,-18.8728
1685,CA-2015-134943,5/12/2015,6/12/2015,First Class,SU-20665,OFF-BI-10000666,5,152.8,0.0,76.4
1686,CA-2016-135265,7/7/2016,9/7/2016,Second Class,CC-12370,FUR-CH-10003061,4,287.968,0.2,-3.5996
1687,CA-2017-148446,10/12/2017,14/12/2017,Second Class,MC-17845,FUR-TA-10004256,4,1669.6,0.0,116.872
1688,CA-2016-166485,20/2/2016,27/2/2016,Standard Class,AH-10210,OFF-PA-10004996,2,16.496,0.2,5.5674
1689,CA-2015-146696,14/12/2015,19/12/2015,Standard Class,RD-19480,OFF-BI-10002432,2,8.096,0.2,2.7324
1690,US-2017-110576,28/11/2017,2/12/2017,Standard Class,RB-19795,OFF-PA-10002479,6,25.344,0.2,7.92
1691,CA-2017-121048,14/7/2017,18/7/2017,Standard Class,TC-21295,FUR-FU-10002960,3,18.84,0.0,7.9128
1692,CA-2017-127474,3/2/2017,7/2/2017,Second Class,RD-19810,OFF-PA-10001033,2,65.584,0.2,23.7742
1693,CA-2014-151708,8/8/2014,14/8/2014,Standard Class,MB-17305,FUR-FU-10001602,4,121.376,0.2,-3.0344
1694,CA-2016-152555,29/3/2016,2/4/2016,Second Class,ME-17320,TEC-PH-10001254,8,812.736,0.2,60.9552
1695,CA-2014-122882,7/9/2014,13/9/2014,Standard Class,SB-20290,FUR-FU-10000758,2,42.368,0.2,8.4736
1696,CA-2016-116911,15/9/2016,20/9/2016,Standard Class,JD-16150,FUR-TA-10003473,3,1128.39,0.0,259.5297
1697,CA-2014-166744,20/9/2014,24/9/2014,Standard Class,DN-13690,FUR-BO-10001337,3,362.94,0.0,36.294
1698,CA-2017-161459,25/11/2017,29/11/2017,Second Class,EB-13750,TEC-PH-10004071,5,39.96,0.2,3.4965
1699,US-2017-108315,30/4/2017,4/5/2017,Standard Class,MH-18115,FUR-FU-10000747,6,220.704,0.2,-8.2764
1700,US-2014-119137,23/7/2014,27/7/2014,Standard Class,AG-10900,OFF-AR-10000658,1,9.24,0.2,0.924
1701,CA-2015-115938,26/6/2015,30/6/2015,Standard Class,SA-20830,OFF-ST-10001321,1,15.42,0.0,4.1634
1702,US-2015-161466,24/9/2015,27/9/2015,Second Class,ON-18715,OFF-AR-10000634,2,6.848,0.2,0.5992
1703,CA-2015-124107,9/10/2015,12/10/2015,Second Class,BM-11650,OFF-AP-10003971,3,29.403,0.1,5.2272
1704,CA-2017-135307,26/11/2017,27/11/2017,First Class,LS-17245,FUR-FU-10001290,3,126.3,0.0,40.416
1705,CA-2017-108560,8/7/2017,15/7/2017,Standard Class,JC-15385,OFF-BI-10001107,2,23.168,0.2,7.8192
1706,US-2017-164147,2/2/2017,5/2/2017,First Class,DW-13585,TEC-PH-10002293,5,59.97,0.4,-11.994
1707,CA-2016-154711,22/11/2016,26/11/2016,Standard Class,TB-21355,OFF-BI-10000605,4,12.192,0.2,4.1148
1708,CA-2015-155068,23/10/2015,23/10/2015,Same Day,RA-19285,OFF-AR-10002656,2,10.688,0.2,2.2712
1709,CA-2017-156958,5/12/2017,6/12/2017,First Class,PB-18805,TEC-PH-10000148,3,31.176,0.2,-7.0146
1710,CA-2015-113901,19/10/2015,24/10/2015,Standard Class,NH-18610,OFF-BI-10001249,6,38.28,0.0,17.6088
1711,US-2014-140914,11/11/2014,15/11/2014,Standard Class,BH-11710,FUR-CH-10003379,4,797.944,0.3,-56.996
1712,US-2016-161683,3/12/2016,8/12/2016,Standard Class,CJ-12010,OFF-BI-10001072,4,18.192,0.7,-14.5536
1713,CA-2017-143084,18/3/2017,22/3/2017,Standard Class,BP-11050,OFF-AR-10002766,5,13.9,0.0,3.753
1714,CA-2016-114489,5/12/2016,9/12/2016,Standard Class,JE-16165,FUR-CH-10000454,8,1951.84,0.0,585.552
1715,CA-2016-105732,13/9/2016,18/9/2016,Standard Class,AG-10270,TEC-PH-10004897,3,29.97,0.0,0.2997
1716,US-2017-147655,4/9/2017,5/9/2017,First Class,AS-10045,OFF-BI-10002931,7,88.074,0.7,-58.716
1717,CA-2016-110492,12/2/2016,14/2/2016,First Class,JS-15880,OFF-ST-10003716,6,1350.12,0.0,175.5156
1718,CA-2016-128517,9/4/2016,14/4/2016,Second Class,SW-20350,OFF-BI-10000831,2,5.28,0.0,2.4288
1719,CA-2014-125829,4/11/2014,11/11/2014,Standard Class,WB-21850,TEC-MA-10003246,4,447.968,0.2,139.99
1720,CA-2016-112697,18/12/2016,20/12/2016,Second Class,AH-10195,OFF-BI-10000778,7,254.058,0.7,-169.372
1721,CA-2016-120558,7/6/2016,10/6/2016,First Class,RD-19810,OFF-PA-10003441,5,32.4,0.0,15.552
1722,CA-2015-159534,20/3/2015,23/3/2015,First Class,DH-13075,OFF-ST-10001172,4,83.92,0.0,20.1408
1723,US-2014-138758,7/7/2014,11/7/2014,Standard Class,JL-15835,FUR-FU-10003039,2,69.008,0.2,12.0764
1724,CA-2015-159534,20/3/2015,23/3/2015,First Class,DH-13075,OFF-EN-10004386,1,23.99,0.0,11.995
1725,CA-2017-167080,10/6/2017,14/6/2017,Standard Class,LC-16930,OFF-AR-10001868,5,8.4,0.0,4.2
1726,CA-2015-160472,20/7/2015,25/7/2015,Second Class,RK-19300,OFF-PA-10000528,5,26.4,0.0,11.88
1727,CA-2015-130890,2/11/2015,6/11/2015,Standard Class,JO-15280,FUR-TA-10002903,5,1038.84,0.2,51.942
1728,CA-2017-117436,8/6/2017,14/6/2017,Standard Class,LW-17125,OFF-BI-10004040,2,10.36,0.0,5.0764
1729,CA-2015-117772,10/9/2015,12/9/2015,Second Class,MC-17575,OFF-ST-10003994,6,353.88,0.0,17.694
1730,CA-2016-132829,23/12/2016,26/12/2016,Second Class,LA-16780,TEC-PH-10004345,3,287.88,0.2,35.985
1731,CA-2017-163069,18/8/2017,21/8/2017,Second Class,PJ-19015,OFF-AR-10001419,3,9.912,0.2,1.239
1732,CA-2014-124478,8/8/2014,12/8/2014,Standard Class,MA-17560,TEC-CO-10001571,1,549.99,0.0,274.995
1733,US-2017-122672,4/11/2017,9/11/2017,Standard Class,HG-14965,TEC-AC-10002323,4,70.72,0.2,-6.188
1734,CA-2016-147473,30/5/2016,3/6/2016,Standard Class,NL-18310,OFF-PA-10004782,6,38.88,0.0,18.6624
1735,CA-2017-115427,30/12/2017,3/1/2018,Standard Class,EB-13975,OFF-BI-10004632,2,20.72,0.2,6.475
1736,CA-2016-124254,12/4/2016,17/4/2016,Standard Class,TB-21175,OFF-ST-10000060,1,51.984,0.2,-5.1984
1737,CA-2015-111948,11/11/2015,11/11/2015,Same Day,AG-10495,OFF-AP-10002311,2,123.858,0.1,46.7908
1738,CA-2015-137526,13/1/2015,17/1/2015,Standard Class,PB-19150,OFF-BI-10003364,3,70.008,0.2,24.5028
1739,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,OFF-AR-10001468,2,59.904,0.2,14.2272
1740,CA-2017-117422,21/10/2017,25/10/2017,Standard Class,FC-14245,OFF-AP-10000938,2,161.568,0.2,16.1568
1741,CA-2016-139556,26/4/2016,1/5/2016,Standard Class,DB-13360,FUR-CH-10004983,3,434.646,0.1,62.7822
1742,CA-2014-143168,18/10/2014,23/10/2014,Second Class,IG-15085,OFF-BI-10003784,1,1.344,0.2,0.4704
1743,US-2015-142811,2/4/2015,7/4/2015,Standard Class,JL-15850,TEC-PH-10003095,5,87.8,0.2,32.925
1744,CA-2017-132178,3/5/2017,8/5/2017,Second Class,DB-12970,OFF-ST-10000025,8,763.44,0.0,45.8064
1745,US-2017-132444,18/11/2017,21/11/2017,First Class,CD-12280,OFF-BI-10001116,2,8.448,0.2,2.9568
1746,CA-2014-160766,14/9/2014,14/9/2014,Same Day,DM-13015,TEC-MA-10003979,4,2799.96,0.0,1371.9803
1747,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,OFF-PA-10003270,2,8.448,0.2,2.64
1748,US-2017-149510,3/12/2017,10/12/2017,Standard Class,MC-17575,OFF-PA-10001892,4,24.448,0.2,8.8624
1749,CA-2017-134838,19/2/2017,20/2/2017,First Class,ED-13885,OFF-AR-10000634,3,12.84,0.0,3.4668
1750,US-2016-128909,9/10/2016,11/10/2016,Second Class,SP-20545,OFF-PA-10001593,4,19.136,0.2,5.98
1751,CA-2015-103870,27/12/2015,31/12/2015,Standard Class,SP-20860,TEC-AC-10002370,3,4.728,0.2,0.7092
1752,CA-2015-127173,26/9/2015,3/10/2015,Standard Class,GM-14500,OFF-FA-10004854,3,34.44,0.0,16.1868
1753,CA-2015-132486,23/10/2015,27/10/2015,Second Class,JF-15355,OFF-EN-10002600,4,11.8,0.0,5.664
1754,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,TEC-PH-10001530,3,818.376,0.2,51.1485
1755,CA-2017-135860,1/12/2017,7/12/2017,Standard Class,JH-15985,OFF-BI-10003274,4,15.92,0.0,7.4824
1756,CA-2015-129525,15/11/2015,20/11/2015,Standard Class,VP-21760,OFF-BI-10002133,13,166.92,0.7,-116.844
1757,CA-2016-139010,21/2/2016,26/2/2016,Second Class,MC-17635,OFF-BI-10000174,4,18.56,0.2,6.496
1758,CA-2016-133613,17/6/2016,22/6/2016,Standard Class,CP-12340,TEC-PH-10004539,3,566.97,0.0,153.0819
1759,US-2017-133361,14/5/2017,17/5/2017,First Class,AJ-10780,OFF-LA-10004544,5,74.0,0.0,37.0
1760,CA-2016-119186,26/5/2016,26/5/2016,Same Day,MS-17710,TEC-AC-10000580,1,63.992,0.2,-7.1991
1761,CA-2015-132626,9/7/2015,14/7/2015,Standard Class,BT-11680,OFF-LA-10000476,3,12.39,0.0,5.6994
1762,CA-2015-111339,29/5/2015,31/5/2015,First Class,VP-21760,OFF-FA-10002988,5,8.04,0.2,2.9145
1763,CA-2014-113362,14/9/2014,19/9/2014,Standard Class,AJ-10960,OFF-EN-10003845,3,11.07,0.0,5.0922
1764,CA-2017-152856,8/9/2017,10/9/2017,Second Class,RS-19765,TEC-AC-10004864,4,116.832,0.2,33.5892
1765,CA-2017-127474,3/2/2017,7/2/2017,Second Class,RD-19810,OFF-PA-10001166,1,5.184,0.2,1.8144
1766,CA-2017-117807,1/10/2017,7/10/2017,Standard Class,DK-13090,OFF-PA-10000994,1,104.85,0.0,50.328
1767,CA-2017-148145,18/3/2017,23/3/2017,Standard Class,SW-20275,OFF-AR-10003752,4,46.2,0.0,21.252
1768,CA-2016-137848,15/1/2016,21/1/2016,Standard Class,WB-21850,OFF-PA-10004285,9,60.12,0.0,28.8576
1769,CA-2014-138023,15/8/2014,18/8/2014,First Class,KH-16510,OFF-BI-10003638,8,30.96,0.8,-52.632
1770,CA-2016-152730,30/5/2016,4/6/2016,Standard Class,EM-14140,OFF-AP-10002684,3,364.74,0.0,109.422
1771,CA-2015-119214,23/1/2015,27/1/2015,Standard Class,CW-11905,OFF-PA-10002893,3,29.04,0.0,13.9392
1772,CA-2014-166961,27/12/2014,31/12/2014,Standard Class,CD-12790,OFF-FA-10003485,3,7.86,0.0,3.6156
1773,CA-2016-165995,30/8/2016,6/9/2016,Standard Class,BG-11740,TEC-PH-10004908,5,339.96,0.2,42.495
1774,CA-2016-142545,28/10/2016,3/11/2016,Standard Class,JD-15895,OFF-ST-10002756,8,1082.48,0.0,10.8248
1775,US-2015-126977,17/9/2015,23/9/2015,Standard Class,PF-19120,TEC-PH-10002170,3,209.97,0.0,58.7916
1776,CA-2015-169656,13/8/2015,16/8/2015,First Class,EJ-13720,OFF-ST-10003816,3,422.856,0.2,15.8571
1777,CA-2017-162691,1/8/2017,7/8/2017,Standard Class,AS-10045,OFF-PA-10003729,7,36.288,0.2,12.7008
1778,CA-2014-117478,21/9/2014,24/9/2014,First Class,LH-16750,OFF-BI-10000050,3,6.57,0.7,-5.037
1779,CA-2016-134474,5/1/2016,7/1/2016,Second Class,AJ-10795,TEC-AC-10001714,6,191.472,0.2,40.6878
1780,CA-2014-138527,12/9/2014,17/9/2014,Standard Class,BN-11470,OFF-PA-10001800,2,10.368,0.2,3.6288
1781,US-2017-140312,13/11/2017,19/11/2017,Standard Class,KL-16645,TEC-PH-10003442,5,22.0,0.2,1.375
1782,CA-2015-124800,26/9/2015,30/9/2015,Standard Class,RW-19540,OFF-BI-10000778,2,72.588,0.7,-48.392
1783,CA-2017-123071,3/12/2017,6/12/2017,First Class,CC-12550,OFF-PA-10003729,2,10.368,0.2,3.6288
1784,CA-2015-168480,21/9/2015,27/9/2015,Standard Class,DM-12955,FUR-BO-10000468,4,194.32,0.0,31.0912
1785,CA-2015-111780,25/12/2015,30/12/2015,Second Class,RA-19285,TEC-CO-10004202,5,1199.96,0.2,224.9925
1786,CA-2014-140165,13/5/2014,15/5/2014,First Class,EH-14005,OFF-BI-10004519,8,398.352,0.7,-331.96
1787,CA-2015-105347,24/11/2015,28/11/2015,Standard Class,DP-13000,OFF-PA-10000675,9,368.91,0.0,180.7659
1788,CA-2014-127383,31/12/2014,5/1/2015,Standard Class,CM-11815,OFF-EN-10004773,2,49.568,0.2,17.9684
1789,CA-2016-112739,2/9/2016,7/9/2016,Second Class,RD-19810,TEC-AC-10001714,5,159.56,0.2,33.9065
1790,CA-2016-120824,12/6/2016,16/6/2016,Second Class,AW-10930,OFF-PA-10000232,3,15.552,0.2,5.6376
1791,CA-2015-124919,31/5/2015,2/6/2015,First Class,SP-20650,OFF-PA-10002254,4,105.52,0.0,48.5392
1792,CA-2014-165379,9/7/2014,15/7/2014,Standard Class,BM-11650,OFF-PA-10002245,3,14.352,0.2,4.485
1793,US-2014-161305,6/6/2014,12/6/2014,Standard Class,SB-20170,OFF-EN-10000461,2,13.984,0.2,4.7196
1794,US-2015-165512,24/5/2015,26/5/2015,Second Class,VS-21820,FUR-CH-10002880,7,602.651,0.3,-163.5767
1795,CA-2015-161711,28/11/2015,3/12/2015,Standard Class,MC-17425,OFF-EN-10001539,8,62.24,0.0,29.2528
1796,CA-2015-132318,30/10/2015,2/11/2015,First Class,TT-21220,OFF-AP-10000026,3,182.91,0.0,53.0439
1797,CA-2014-154158,23/12/2014,27/12/2014,Second Class,CC-12670,FUR-CH-10004698,1,64.784,0.2,6.4784
1798,CA-2015-105599,7/9/2015,7/9/2015,Same Day,MC-17275,FUR-TA-10003837,3,27.414,0.4,-14.1639
1799,CA-2017-155929,9/9/2017,13/9/2017,Standard Class,AI-10855,OFF-PA-10000859,2,6.368,0.2,2.388
1800,CA-2014-168494,12/12/2014,14/12/2014,Second Class,NP-18700,FUR-TA-10004619,6,764.688,0.2,95.586
1801,US-2016-144477,12/8/2016,14/8/2016,Second Class,DB-13270,OFF-AR-10000914,4,37.312,0.2,2.7984
1802,CA-2016-108959,10/3/2016,14/3/2016,Second Class,MH-17785,OFF-ST-10001272,1,104.696,0.2,7.0
